"","teryt","wojewodztwo"," kodgminy","gmina","typ","obwod","wyborcy","oddane","wazne","sld","psl","ppp","po","pis","nop","pr"
"1482",140000,"mazowieckie",142104,"Michałowice","wieś",1,1223,782,657,9.74,9.28,0.15,48.86,21.46,0,1.07
"1483",140000,"mazowieckie",142104,"Michałowice","wieś",2,1223,782,657,9.74,9.28,0.15,48.86,21.46,0,1.07
"1484",140000,"mazowieckie",142104,"Michałowice","wieś",3,1423,916,810,9.63,9.63,0.86,39.14,28.52,0.37,0.86
"1485",140000,"mazowieckie",142104,"Michałowice","wieś",4,1219,530,472,9.32,7.84,0.42,47.25,24.15,0.42,0.21
"1486",140000,"mazowieckie",142104,"Michałowice","wieś",5,910,496,421,9.26,14.01,0.71,37.05,26.84,0.48,1.19
"1487",140000,"mazowieckie",142104,"Michałowice","wieś",6,545,248,231,9.96,5.19,0.87,46.75,27.27,0.43,1.3
"1488",140000,"mazowieckie",142104,"Michałowice","wieś",7,2194,1281,1192,8.98,6.8,0.34,51.68,17.37,0.42,1.34
"1489",140000,"mazowieckie",142104,"Michałowice","wieś",8,2280,1109,978,7.77,9.61,0.51,46.22,24.85,0.1,0.82
"1490",140000,"mazowieckie",142104,"Michałowice","wieś",9,1565,823,695,9.21,10.5,0.14,42.01,21.15,0.72,0.58
"1491",140000,"mazowieckie",142105,"Nadarzyn","wieś",1,2248,1091,896,9.04,13.62,0.45,38.95,27.57,0.22,0.78
"1492",140000,"mazowieckie",142105,"Nadarzyn","wieś",2,1301,730,607,11.04,12.52,1.65,43,20.59,0,0.82
"1493",140000,"mazowieckie",142105,"Nadarzyn","wieś",3,1692,856,668,10.33,16.17,0.45,35.18,23.65,0.6,1.5
"1494",140000,"mazowieckie",142105,"Nadarzyn","wieś",4,1399,618,537,11.92,14.53,0.74,38.92,23.65,1.3,1.68
"1495",140000,"mazowieckie",142105,"Nadarzyn","wieś",5,1869,1007,753,11.82,20.19,4.12,21.51,22.31,0.53,0.66
"1496",140000,"mazowieckie",142101,"Piastów","miasto",1,2193,1082,996,8.63,7.43,0.6,38.76,28.82,0.5,2.21
"1497",140000,"mazowieckie",142101,"Piastów","miasto",2,1963,951,863,10.08,12.17,0.12,34.07,30.01,0.35,1.97
"1498",140000,"mazowieckie",142101,"Piastów","miasto",3,1990,906,825,13.45,7.15,0.36,35.39,28.85,0.48,2.06
"1499",140000,"mazowieckie",142101,"Piastów","miasto",4,1759,672,582,10.82,9.97,0.86,34.88,32.47,0.34,0.86
"1500",140000,"mazowieckie",142101,"Piastów","miasto",5,1976,936,833,12.12,5.4,0.84,35.77,32.41,0.36,2.04
"1501",140000,"mazowieckie",142101,"Piastów","miasto",6,1548,761,677,12.56,7.68,0.59,37.22,28.21,0.89,1.33
"1502",140000,"mazowieckie",142101,"Piastów","miasto",7,1171,582,526,9.32,7.03,0.57,41.83,25.67,0.38,0.95
"1503",140000,"mazowieckie",142101,"Piastów","miasto",8,2158,947,860,10.23,6.16,0.58,43.02,26.63,0.23,2.56
"1504",140000,"mazowieckie",142101,"Piastów","miasto",9,2167,905,813,12.67,7.38,0.86,34.69,29.4,0.12,1.6
"1505",140000,"mazowieckie",142101,"Piastów","miasto",10,1509,641,606,9.24,6.77,0.83,38.94,32.01,0.17,1.16
"1506",140000,"mazowieckie",142102,"Pruszków","miasto",1,1236,463,397,14.61,11.08,1.51,29.97,23.93,0.76,1.26
"1507",140000,"mazowieckie",142102,"Pruszków","miasto",2,2048,651,569,7.73,10.19,0.53,37.26,31.81,0.53,1.76
"1508",140000,"mazowieckie",142102,"Pruszków","miasto",3,1697,689,578,11.07,11.59,0.87,29.93,29.76,0.52,1.56
"1509",140000,"mazowieckie",142102,"Pruszków","miasto",4,2411,1062,924,11.36,12.23,0.97,30.19,29.87,0.43,1.08
"1510",140000,"mazowieckie",142102,"Pruszków","miasto",5,2392,982,891,10.33,7.97,1.12,35.02,26.82,0.45,1.12
"1511",140000,"mazowieckie",142102,"Pruszków","miasto",6,2210,825,749,15.62,9.75,0.53,31.11,29.91,0.8,0.4
"1512",140000,"mazowieckie",142102,"Pruszków","miasto",7,2405,868,797,13.17,11.04,0.5,36.01,26.1,0.5,0.63
"1513",140000,"mazowieckie",142102,"Pruszków","miasto",8,2288,881,824,11.65,8.74,1.09,35.44,27.91,0.49,0.97
"1514",140000,"mazowieckie",142102,"Pruszków","miasto",9,2190,829,745,13.15,10.6,1.21,38.79,26.31,0.81,0.27
"1515",140000,"mazowieckie",142102,"Pruszków","miasto",10,1240,588,534,15.17,10.67,0.75,36.33,27.15,0.75,0.56
"1516",140000,"mazowieckie",142102,"Pruszków","miasto",11,1087,349,349,11.75,14.33,1.43,36.1,22.64,0.29,0.29
"1517",140000,"mazowieckie",142102,"Pruszków","miasto",12,2360,1039,963,11.53,18.59,0.31,31.46,24.51,0.52,1.87
"1518",140000,"mazowieckie",142102,"Pruszków","miasto",13,2128,1100,1021,13.32,8.33,0.49,36.92,25.95,0.29,1.27
"1519",140000,"mazowieckie",142102,"Pruszków","miasto",14,1986,795,744,11.83,7.66,0.4,42.88,23.66,0,0.27
"1520",140000,"mazowieckie",142102,"Pruszków","miasto",15,1642,585,517,12.57,11.8,0.58,29.59,30.17,0.77,0.97
"1521",140000,"mazowieckie",142102,"Pruszków","miasto",16,2143,742,665,10.23,13.38,0.75,36.24,24.81,0.15,1.65
"1522",140000,"mazowieckie",142102,"Pruszków","miasto",17,1552,662,609,17.73,10.18,0.16,34.15,25.29,0.49,0.49
"1523",140000,"mazowieckie",142102,"Pruszków","miasto",18,1686,756,689,14.66,9.72,0.87,33.38,26.27,0.58,0.58
"1524",140000,"mazowieckie",142102,"Pruszków","miasto",19,1929,914,822,16.18,10.34,0.49,29.44,31.87,0.73,0.97
"1525",140000,"mazowieckie",142102,"Pruszków","miasto",20,1344,488,445,15.06,10.11,0.67,37.3,22.92,0,1.12
"1526",140000,"mazowieckie",142102,"Pruszków","miasto",21,2481,1105,1028,12.35,9.14,0.19,34.05,29.57,0.58,0.39
"1527",140000,"mazowieckie",142102,"Pruszków","miasto",22,2019,801,714,10.64,11.76,0.28,31.09,28.43,0.42,1.12
"1528",140000,"mazowieckie",142102,"Pruszków","miasto",23,1503,684,604,11.59,10.93,0.33,40.89,21.85,0.17,0.33
"1529",140000,"mazowieckie",142102,"Pruszków","miasto",24,1173,431,388,13.4,8.51,0.52,42.53,21.65,1.03,0.77
"1530",140000,"mazowieckie",142102,"Pruszków","miasto",25,20,6,6,33.33,33.33,0,33.33,0,0,0
"1531",140000,"mazowieckie",142102,"Pruszków","miasto",26,73,15,13,23.08,7.69,7.69,23.08,30.77,0,0
"1532",140000,"mazowieckie",142102,"Pruszków","miasto",27,11,9,6,0,16.67,0,50,33.33,0,0
"1533",140000,"mazowieckie",142106,"Raszyn","wieś",1,908,427,368,8.7,11.14,0.82,33.15,35.87,0,1.63
"1534",140000,"mazowieckie",142106,"Raszyn","wieś",2,1796,947,804,8.08,12.31,1.24,32.46,34.58,0.75,1
"1535",140000,"mazowieckie",142106,"Raszyn","wieś",3,1964,1191,962,11.12,16.63,0.52,36.59,24.53,0.62,1.25
"1536",140000,"mazowieckie",142106,"Raszyn","wieś",4,2332,1250,1043,10.07,9.2,0.48,30.39,36.91,0.48,0.96
"1537",140000,"mazowieckie",142106,"Raszyn","wieś",5,2332,1250,1043,10.07,9.2,0.48,30.39,36.91,0.48,0.96
"1538",140000,"mazowieckie",142106,"Raszyn","wieś",6,2476,1475,1287,10.1,9.48,1.32,34.97,31,0.16,1.17
"1539",140000,"mazowieckie",142106,"Raszyn","wieś",7,1340,716,582,11.86,7.22,2.06,32.65,33.16,0.86,1.37
"1540",140000,"mazowieckie",142106,"Raszyn","wieś",8,1340,716,582,11.86,7.22,2.06,32.65,33.16,0.86,1.37
"1541",140000,"mazowieckie",142106,"Raszyn","wieś",9,1340,716,582,11.86,7.22,2.06,32.65,33.16,0.86,1.37
"1542",140000,"mazowieckie",142106,"Raszyn","wieś",10,609,341,270,14.81,15.19,6.67,28.89,25.19,0.37,1.11
"1543",140000,"mazowieckie",142202,"Chorzele","obszar miesko-wiejski",1,495,295,229,14.85,61.57,0.87,5.68,12.23,0,0.87
"1544",140000,"mazowieckie",142202,"Chorzele","obszar miesko-wiejski",2,572,294,215,10.7,55.81,0.93,10.23,13.02,1.4,1.86
"1545",140000,"mazowieckie",142202,"Chorzele","obszar miesko-wiejski",3,739,373,301,10.96,64.45,1.33,8.97,6.98,1.66,1.33
"1546",140000,"mazowieckie",142202,"Chorzele","obszar miesko-wiejski",4,987,619,471,8.7,55.63,0.64,17.83,13.16,0.85,0.21
"1547",140000,"mazowieckie",142202,"Chorzele","obszar miesko-wiejski",5,2319,1557,1264,11.47,51.98,0.79,15.82,15.98,0.47,0.4
"1548",140000,"mazowieckie",142202,"Chorzele","obszar miesko-wiejski",6,467,275,222,12.61,48.65,1.8,10.36,17.12,0.9,0.45
"1549",140000,"mazowieckie",142202,"Chorzele","obszar miesko-wiejski",7,599,357,267,11.99,60.3,1.5,10.49,9.36,1.5,0.37
"1550",140000,"mazowieckie",142202,"Chorzele","obszar miesko-wiejski",8,943,501,373,12.6,53.35,1.34,7.24,16.09,0.27,1.07
"1551",140000,"mazowieckie",142202,"Chorzele","obszar miesko-wiejski",9,496,310,230,12.17,55.65,0,9.57,16.09,0.87,0.43
"1552",140000,"mazowieckie",142202,"Chorzele","obszar miesko-wiejski",10,514,289,221,17.65,53.85,0,9.05,12.67,0,0
"1553",140000,"mazowieckie",142203,"Czernice Borowe","wieś",1,1115,689,544,9.93,54.41,0.92,5.15,25.18,0.55,0
"1554",140000,"mazowieckie",142203,"Czernice Borowe","wieś",2,531,322,231,7.79,63.2,0,3.9,20.78,0,0
"1555",140000,"mazowieckie",142203,"Czernice Borowe","wieś",3,840,543,457,6.13,66.96,0.44,6.56,15.1,0.66,0
"1556",140000,"mazowieckie",142203,"Czernice Borowe","wieś",4,687,393,307,9.77,57.33,0.65,5.86,22.8,0.65,0.33
"1557",140000,"mazowieckie",142204,"Jednorożec","wieś",1,1764,973,683,14.64,51.1,0.44,13.18,14.06,1.17,0.88
"1558",140000,"mazowieckie",142204,"Jednorożec","wieś",2,1060,542,408,9.07,60.78,0.98,11.03,9.31,1.47,0.49
"1559",140000,"mazowieckie",142204,"Jednorożec","wieś",3,335,184,140,8.57,57.86,0,3.57,19.29,5,0
"1560",140000,"mazowieckie",142204,"Jednorożec","wieś",4,204,105,77,5.19,68.83,1.3,2.6,12.99,2.6,0
"1561",140000,"mazowieckie",142204,"Jednorożec","wieś",5,492,270,230,7.83,65.65,0.87,8.7,10,1.3,0
"1562",140000,"mazowieckie",142204,"Jednorożec","wieś",6,623,328,278,19.42,48.92,1.8,8.27,14.39,2.52,0.36
"1563",140000,"mazowieckie",142204,"Jednorożec","wieś",7,454,238,202,14.36,68.32,0,5.45,8.42,1.49,0
"1564",140000,"mazowieckie",142204,"Jednorożec","wieś",8,462,280,195,14.36,46.15,1.03,8.72,16.41,2.05,1.03
"1565",140000,"mazowieckie",142204,"Jednorożec","wieś",9,265,204,159,10.06,67.3,0.63,5.66,14.47,0,0.63
"1566",140000,"mazowieckie",142205,"Krasne","wieś",1,1746,957,718,8.08,64.9,0.28,13.23,10.72,0,0
"1567",140000,"mazowieckie",142205,"Krasne","wieś",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1568",140000,"mazowieckie",142205,"Krasne","wieś",3,871,541,450,6.22,67.11,0.22,4,16.89,0.22,0
"1569",140000,"mazowieckie",142206,"Krzynowłoga Mała","wieś",1,1356,992,862,4.87,60.9,1.04,4.52,24.25,0.23,0.46
"1570",140000,"mazowieckie",142206,"Krzynowłoga Mała","wieś",2,186,142,126,7.14,52.38,0.79,16.67,11.11,3.97,0.79
"1571",140000,"mazowieckie",142206,"Krzynowłoga Mała","wieś",3,390,306,239,7.53,71.97,0.42,2.93,12.55,1.26,0.42
"1572",140000,"mazowieckie",142206,"Krzynowłoga Mała","wieś",4,184,143,104,14.42,60.58,0.96,3.85,11.54,2.88,0.96
"1573",140000,"mazowieckie",142206,"Krzynowłoga Mała","wieś",5,215,163,133,8.27,54.89,0,1.5,31.58,0.75,0.75
"1574",140000,"mazowieckie",142206,"Krzynowłoga Mała","wieś",6,393,295,261,7.66,73.95,0.77,3.45,10.73,0,0
"1575",140000,"mazowieckie",142206,"Krzynowłoga Mała","wieś",7,219,172,147,2.04,70.75,1.36,5.44,18.37,0.68,0.68
"1576",140000,"mazowieckie",142201,"Przasnysz","miasto",1,1882,947,828,8.33,35.51,0.24,28.62,21.01,0.6,0.12
"1577",140000,"mazowieckie",142201,"Przasnysz","miasto",2,870,422,360,10.56,37.78,0.56,23.33,21.94,0.56,0
"1578",140000,"mazowieckie",142201,"Przasnysz","miasto",3,1288,596,517,21.08,30.37,0.58,31.33,12.19,0.39,0
"1579",140000,"mazowieckie",142201,"Przasnysz","miasto",4,2190,1097,981,11.11,37.1,0.92,25.28,20.39,0.71,0.1
"1580",140000,"mazowieckie",142201,"Przasnysz","miasto",5,2190,1097,981,11.11,37.1,0.92,25.28,20.39,0.71,0.1
"1581",140000,"mazowieckie",142201,"Przasnysz","miasto",6,1067,429,362,15.19,30.66,0.28,23.2,23.2,2.76,1.66
"1582",140000,"mazowieckie",142201,"Przasnysz","miasto",7,1480,669,580,13.1,40.34,0.17,24.31,19.14,0.52,0.17
"1583",140000,"mazowieckie",142201,"Przasnysz","miasto",8,1545,694,606,10.89,41.25,0.99,23.76,18.48,0.66,0.5
"1584",140000,"mazowieckie",142201,"Przasnysz","miasto",9,1046,473,413,15.25,35.59,0.73,22.76,19.61,1.21,0.48
"1585",140000,"mazowieckie",142201,"Przasnysz","miasto",10,1268,588,508,6.69,40.35,0,25.98,20.67,1.18,0.2
"1586",140000,"mazowieckie",142201,"Przasnysz","miasto",11,147,49,35,31.43,17.14,2.86,2.86,45.71,0,0
"1587",140000,"mazowieckie",142201,"Przasnysz","miasto",12,33,8,8,0,37.5,0,37.5,25,0,0
"1588",140000,"mazowieckie",142201,"Przasnysz","miasto",13,87,37,29,24.14,24.14,0,0,48.28,0,0
"1589",140000,"mazowieckie",142207,"Przasnysz","wieś",1,442,175,151,9.93,55.63,0,13.91,15.89,1.32,0
"1590",140000,"mazowieckie",142207,"Przasnysz","wieś",2,1138,522,427,9.37,62.06,0.47,6.79,18.97,0,0.23
"1591",140000,"mazowieckie",142207,"Przasnysz","wieś",3,868,330,254,9.84,57.09,1.18,6.3,20.47,0.39,0.79
"1592",140000,"mazowieckie",142207,"Przasnysz","wieś",4,473,173,148,17.57,44.59,0.68,15.54,15.54,0,0.68
"1593",140000,"mazowieckie",142207,"Przasnysz","wieś",5,744,313,240,14.58,41.67,0.42,10.83,27.08,1.25,0.42
"1594",140000,"mazowieckie",142207,"Przasnysz","wieś",6,404,198,162,9.26,45.06,2.47,11.73,25.93,0,0
"1595",140000,"mazowieckie",142207,"Przasnysz","wieś",7,373,242,194,8.25,49.48,0.52,5.67,29.9,2.06,0.52
"1596",140000,"mazowieckie",142207,"Przasnysz","wieś",8,831,491,406,7.88,51.72,0.49,9.85,24.14,0.74,1.23
"1597",140000,"mazowieckie",142207,"Przasnysz","wieś",9,538,305,218,9.63,50,0.92,4.13,29.82,0.46,0.46
"1598",140000,"mazowieckie",142301,"Borkowice","wieś",1,2034,1118,1118,12.25,57.96,0.54,5.81,11.72,0.45,0.63
"1599",140000,"mazowieckie",142301,"Borkowice","wieś",2,486,284,197,12.18,67.51,1.02,5.08,8.12,0,0
"1600",140000,"mazowieckie",142301,"Borkowice","wieś",3,1031,654,472,14.19,56.36,2.12,5.08,13.14,0.85,0.64
"1601",140000,"mazowieckie",142301,"Borkowice","wieś",4,244,155,108,17.59,52.78,2.78,7.41,5.56,2.78,0.93
"1602",140000,"mazowieckie",142302,"Gielniów","wieś",1,1430,938,652,10.12,37.58,0.77,10.28,27.45,0.61,2.15
"1603",140000,"mazowieckie",142302,"Gielniów","wieś",2,742,497,378,7.94,61.64,1.06,4.23,19.05,0.26,0.53
"1604",140000,"mazowieckie",142302,"Gielniów","wieś",3,699,470,339,9.73,34.22,1.47,13.57,29.5,1.47,0.59
"1605",140000,"mazowieckie",142302,"Gielniów","wieś",4,1105,711,514,13.81,32.1,0.78,11.87,30.93,0.78,1.36
"1606",140000,"mazowieckie",142303,"Klwów","wieś",1,1074,803,768,9.64,78.12,0.39,0.26,10.55,0,0
"1607",140000,"mazowieckie",142303,"Klwów","wieś",2,456,344,330,3.03,92.73,0.3,0.3,3.33,0,0
"1608",140000,"mazowieckie",142303,"Klwów","wieś",3,441,306,277,2.17,91.34,1.08,1.44,2.89,0.36,0
"1609",140000,"mazowieckie",142303,"Klwów","wieś",4,946,672,629,3.66,81.56,0.32,0.79,12.08,0,0.16
"1610",140000,"mazowieckie",142304,"Odrzywół","wieś",1,914,715,612,5.72,48.86,0.65,5.72,26.14,0.16,9.97
"1611",140000,"mazowieckie",142304,"Odrzywół","wieś",2,654,390,314,8.28,51.91,0.32,5.1,19.11,1.27,9.55
"1612",140000,"mazowieckie",142304,"Odrzywół","wieś",3,428,303,242,9.09,33.06,0.83,3.31,22.73,0.83,17.77
"1613",140000,"mazowieckie",142304,"Odrzywół","wieś",4,1375,989,829,3.74,63.93,0.24,4.22,17.37,0.12,7.24
"1614",140000,"mazowieckie",142305,"Potworów","wieś",1,1179,497,389,8.74,48.07,1.8,15.94,16.2,0.51,2.06
"1615",140000,"mazowieckie",142305,"Potworów","wieś",2,1354,548,432,3.01,54.63,0.93,12.96,20.14,1.39,2.08
"1616",140000,"mazowieckie",142305,"Potworów","wieś",3,312,160,143,4.2,70.63,0,6.99,11.89,0.7,0
"1617",140000,"mazowieckie",142305,"Potworów","wieś",4,517,174,123,7.32,52.03,0.81,4.88,22.76,0.81,0.81
"1618",140000,"mazowieckie",142306,"Przysucha","obszar miesko-wiejski",1,2179,1266,1101,10.45,39.33,0.82,14.53,23.43,0.18,1.91
"1619",140000,"mazowieckie",142306,"Przysucha","obszar miesko-wiejski",2,2066,1208,1020,9.9,44.51,0.88,15.69,19.71,0.29,1.76
"1620",140000,"mazowieckie",142306,"Przysucha","obszar miesko-wiejski",3,2365,1388,1211,7.6,29.98,0.58,15.28,33.69,0.33,2.39
"1621",140000,"mazowieckie",142306,"Przysucha","obszar miesko-wiejski",4,423,244,189,20.63,44.97,1.06,7.41,12.7,2.12,1.06
"1622",140000,"mazowieckie",142306,"Przysucha","obszar miesko-wiejski",5,1692,1050,802,10.85,35.79,0.5,23.44,19.58,0.12,0.37
"1623",140000,"mazowieckie",142306,"Przysucha","obszar miesko-wiejski",6,729,517,428,5.84,32.24,0.7,30.61,17.99,0.23,6.54
"1624",140000,"mazowieckie",142306,"Przysucha","obszar miesko-wiejski",7,835,479,394,7.36,46.45,1.27,13.2,23.6,0.25,0.25
"1625",140000,"mazowieckie",142306,"Przysucha","obszar miesko-wiejski",8,342,210,154,11.69,44.16,0,20.13,16.23,0,0.65
"1626",140000,"mazowieckie",142307,"Rusinów","wieś",1,1841,1396,1199,4.34,77.06,0.83,1.83,12.51,0.17,0.75
"1627",140000,"mazowieckie",142307,"Rusinów","wieś",2,917,682,612,3.92,82.35,0,2.94,6.7,0.16,2.12
"1628",140000,"mazowieckie",142307,"Rusinów","wieś",3,332,235,179,5.59,67.6,1.12,5.59,13.97,0.56,0
"1629",140000,"mazowieckie",142307,"Rusinów","wieś",4,533,381,351,3.7,83.76,0.85,2.28,7.69,0,0
"1630",140000,"mazowieckie",142308,"Wieniawa","wieś",1,1809,1293,1024,10.16,44.04,0.68,8.59,31.05,0.29,0.49
"1631",140000,"mazowieckie",142308,"Wieniawa","wieś",2,1641,1109,814,9.58,36.24,0.98,12.65,31.7,0.37,1.35
"1632",140000,"mazowieckie",142308,"Wieniawa","wieś",3,596,449,321,18.07,43.3,2.49,7.17,15.26,1.25,0
"1633",140000,"mazowieckie",142308,"Wieniawa","wieś",4,406,244,179,16.76,43.58,0,5.59,19.55,2.23,1.12
"1634",140000,"mazowieckie",142401,"Gzy","wieś",1,785,440,347,6.92,63.4,0.29,2.88,21.61,0.29,0
"1635",140000,"mazowieckie",142401,"Gzy","wieś",2,1118,646,542,7.93,72.51,1.29,2.77,11.81,0.55,0
"1636",140000,"mazowieckie",142401,"Gzy","wieś",3,293,198,163,9.82,47.85,0,3.07,29.45,0.61,0
"1637",140000,"mazowieckie",142401,"Gzy","wieś",4,940,455,331,5.74,68.28,0.3,4.53,14.8,0.3,0
"1638",140000,"mazowieckie",142402,"Obryte","wieś",1,1254,918,655,12.06,51.3,0.76,9.16,16.64,1.37,0.15
"1639",140000,"mazowieckie",142402,"Obryte","wieś",2,439,317,235,7.66,54.04,1.28,7.23,14.89,1.28,0
"1640",140000,"mazowieckie",142402,"Obryte","wieś",3,538,385,303,11.88,54.79,0.66,2.31,8.91,0.66,0
"1641",140000,"mazowieckie",142402,"Obryte","wieś",4,680,498,334,11.38,66.47,1.2,3.59,11.08,0.3,0.9
"1642",140000,"mazowieckie",142402,"Obryte","wieś",5,452,298,187,14.44,44.92,0.53,8.02,17.65,1.6,0
"1643",140000,"mazowieckie",142402,"Obryte","wieś",6,205,154,56,17.86,58.93,3.57,3.57,8.93,1.79,0
"1644",140000,"mazowieckie",142402,"Obryte","wieś",7,278,168,125,8.8,57.6,0,6.4,16.8,0,0
"1645",140000,"mazowieckie",142403,"Pokrzywnica","wieś",1,837,357,273,16.85,51.28,0.37,9.52,16.12,0.37,0
"1646",140000,"mazowieckie",142403,"Pokrzywnica","wieś",2,543,314,221,14.93,48.87,1.81,4.98,16.29,1.36,0.9
"1647",140000,"mazowieckie",142403,"Pokrzywnica","wieś",3,973,438,340,10,55.59,0.29,7.65,15.59,0.29,1.76
"1648",140000,"mazowieckie",142403,"Pokrzywnica","wieś",4,984,437,326,15.95,56.44,0.31,2.76,15.64,0.31,0.92
"1649",140000,"mazowieckie",142403,"Pokrzywnica","wieś",5,483,301,247,9.31,68.83,0.81,0.81,12.96,2.02,0
"1650",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",1,2279,1229,1041,11.43,41.31,0.77,9.41,8.45,1.06,0.38
"1651",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",2,747,397,341,13.78,42.52,1.17,9.09,10.85,1.17,1.17
"1652",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",3,581,301,245,10.2,71.02,0.82,2.86,8.16,1.22,0
"1653",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",4,773,394,322,7.14,55.59,0,4.04,16.46,1.55,0.31
"1654",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",5,482,258,224,5.8,68.75,0,6.25,8.93,0.89,0
"1655",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",6,2279,1229,1041,11.43,41.31,0.77,9.41,8.45,1.06,0.38
"1656",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",7,1517,772,611,13.75,36.33,0.65,12.77,13.26,0.65,0.16
"1657",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",8,747,397,341,13.78,42.52,1.17,9.09,10.85,1.17,1.17
"1658",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",9,852,387,343,14.87,39.36,1.17,12.54,7,0.29,0.29
"1659",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",10,1438,846,736,11.82,40.35,0.27,9.92,11.68,0.68,0.14
"1660",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",11,852,387,343,14.87,39.36,1.17,12.54,7,0.29,0.29
"1661",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",12,1454,813,642,16.98,35.36,0.62,14.33,11.37,0.47,0.31
"1662",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",13,470,220,180,19.44,31.11,0.56,15,11.67,1.67,0
"1663",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",14,1095,560,475,18.53,37.26,1.26,9.47,9.68,1.26,0.42
"1664",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",15,1140,524,423,22.7,35.7,1.18,9.93,10.4,1.89,0
"1665",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",16,1493,840,748,16.84,36.23,0.53,11.1,9.22,1.34,0.13
"1666",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",17,470,220,180,19.44,31.11,0.56,15,11.67,1.67,0
"1667",140000,"mazowieckie",142404,"Pułtusk","obszar miesko-wiejski",18,28,20,16,18.75,75,0,0,0,0,0
"1668",140000,"mazowieckie",142405,"Świercze","wieś",1,1740,992,706,13.03,52.41,0.42,8.5,19.41,0.42,0.14
"1669",140000,"mazowieckie",142405,"Świercze","wieś",2,765,398,315,7.3,68.89,0.32,3.17,12.38,1.9,0.63
"1670",140000,"mazowieckie",142405,"Świercze","wieś",3,560,292,210,6.67,69.52,0.95,8.1,9.52,0.95,0.95
"1671",140000,"mazowieckie",142405,"Świercze","wieś",4,498,295,196,19.9,41.84,1.02,8.67,20.92,0.51,0
"1672",140000,"mazowieckie",142405,"Świercze","wieś",5,224,111,92,5.43,67.39,1.09,1.09,18.48,0,0
"1673",140000,"mazowieckie",142406,"Winnica","wieś",1,634,429,339,8.55,55.16,0.29,9.73,20.06,0.29,0.88
"1674",140000,"mazowieckie",142406,"Winnica","wieś",2,608,447,341,8.5,54.84,0.59,2.35,27.86,0.59,0.29
"1675",140000,"mazowieckie",142406,"Winnica","wieś",3,927,586,462,8.44,49.78,0.43,2.16,36.15,0,0
"1676",140000,"mazowieckie",142406,"Winnica","wieś",4,1092,788,672,6.1,59.67,0.3,4.46,24.55,0.89,0
"1677",140000,"mazowieckie",142407,"Zatory","wieś",1,1424,933,668,12.87,63.17,1.35,4.79,8.08,1.5,0.45
"1678",140000,"mazowieckie",142407,"Zatory","wieś",2,498,323,223,10.31,55.16,0.9,4.04,13.9,2.24,0.45
"1679",140000,"mazowieckie",142407,"Zatory","wieś",3,235,146,103,7.77,70.87,0,4.85,6.8,3.88,0
"1680",140000,"mazowieckie",142407,"Zatory","wieś",4,996,619,426,8.22,51.41,0.23,3.99,24.65,3.05,0
"1681",140000,"mazowieckie",142407,"Zatory","wieś",5,628,366,259,11.97,57.92,1.54,5.02,15.06,0.77,0.77
"1682",140000,"mazowieckie",142502,"Gózd","wieś",1,1893,1221,977,9.72,40.74,1.13,6.04,25.69,0.51,3.07
"1683",140000,"mazowieckie",142502,"Gózd","wieś",2,682,354,354,7.34,39.83,1.13,4.8,32.77,0,5.93
"1684",140000,"mazowieckie",142502,"Gózd","wieś",3,978,697,547,5.85,36.38,1.1,4.94,41.86,0.91,2.01
"1685",140000,"mazowieckie",142502,"Gózd","wieś",4,1047,594,486,8.85,34.36,1.03,5.97,40.33,0.41,1.85
"1686",140000,"mazowieckie",142502,"Gózd","wieś",5,427,277,214,18.69,36.45,1.4,9.35,22.9,2.34,1.4
"1687",140000,"mazowieckie",142502,"Gózd","wieś",6,1359,802,665,7.22,27.67,0.45,10.08,43.61,0.6,2.26
"1688",140000,"mazowieckie",142503,"Iłża","obszar miesko-wiejski",1,1040,540,421,19,30.4,0.48,14.25,17.81,0.48,5.7
"1689",140000,"mazowieckie",142503,"Iłża","obszar miesko-wiejski",2,1252,636,493,11.76,42.8,0.81,7.3,22.31,0.61,5.27
"1690",140000,"mazowieckie",142503,"Iłża","obszar miesko-wiejski",3,823,374,294,13.27,31.97,0.68,13.61,18.71,0,6.46
