"Teryt";"Województwo";"Kod gm.";"Gmina";"Typ gminy";"Nr obwodu";"Adres obwodu";"Typ obwodu";"Przystosowany dla niepełnosprawnych";"Granice obwodu"
"140000";"mazowieckie";"146101";"Ostrołęka";"miasto";"16";"Wielofunkcyjna Placówka Opiekuńczo - Wychowawcza, ul. Poznańska 34/36";"Powszechny";"Nie";"Agatowa, Agrestowa, Błękitna, Brzoskwiniowa, Bursztynowa, Chemiczna, Diamentowa, Ekologiczna, Gen. Tomasza Łubieńskiego, Goworowska - numery nieparzyste od Nr 53 do Nr 61, Janusza Korczaka - numer 10, Jeżynowa, Kolorowa, Koralowa, Kpt. Stanisława Kosko, Ks. Władysława Skierkowskiego, Lazurowa, Malinowa, Morelowa, Opalowa, Perłowa, Platynowa, Pomian, Poznańska - numery nieparzyste od Nr 25 do końca, Rubinowa, Sadowa, Siewna, Srebrna, Stanisława Barzykowskiego, Sybiraków, Szmaragdowa, Św. Rafała Kalinowskiego, Tatarakowa, Tęczowa, Turkusowa, Wiśniowa, Zbożowa, Złota, Żniwna, Żytnia"
"140000";"mazowieckie";"146101";"Ostrołęka";"miasto";"17";"Przedszkole Miejskie Nr 1, ul. Rtm. Witolda Pileckiego 11a";"Powszechny";"Nie";"Aleja Jana Pawła II - numery nieparzyste od Nr 1 do Nr 39 włącznie i numery parzyste od Nr 2 do Nr 40 włącznie, Brata Zenona Żebrowskiego - numery parzyste, Gen. Franciszka Kleeberga, Marii Korzeniowskiej, Ludwika Krzywickiego, Rtm. Witolda Pileckiego"
"140000";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"Zespół Szkół Nr 5, ul. Gen. Zygmunta Berlinga 5";"Powszechny";"Tak";"Aleja Jana Pawła II - numery nieparzyste od Nr 41 do Nr 119 włącznie i numery parzyste od Nr 42 do Nr 120 włącznie, Aleja ks. Jerzego Popiełuszki, Bohaterów Warszawy, Dr. Jana Certowicza, Dr. Ryszarda Ostaszewskiego, Dr. Wiktora Stańskiego, Gen. Zygmunta Berlinga, Gen. Antoniego Madalińskiego, Geodetów, Macieja Rataja, Mjr. Andrzeja Denisiewicza, Skautów, Skośna, Władysława Banacha, Wincentego Pola, Zuchów, Zygmunta Glogera"
"140000";"mazowieckie";"146101";"Ostrołęka";"miasto";"19";"Szkoła Podstawowa Nr 10, ul. Gen. Zygmunta Berlinga 16";"Powszechny";"Tak";"Astrowa, Azaliowa, Chabrowa, Chryzantemowa, Daliowa, Fiołkowa, Frezjowa, Gen. Władysława Sikorskiego - numery parzyste i numery nieparzyste od Nr 47 do końca, Goździkowa, Hubalczyków, Irysowa, Kameliowa, Ks. Stanisława Pędzicha, Kwiatowa, Lawendowa, Liliowa, Mjr. Henryka Sucharskiego, Makowa, Malwowa, Nagietkowa, Narcyzowa, Nasturcjowa, Ostrowska - numery parzyste od Nr 2 do Nr 10, Palmowa, Różana, Tulipanowa"
"140000";"mazowieckie";"146101";"Ostrołęka";"miasto";"20";"Spółdzielnia Mieszkaniowa ""Centrum"", ul. Gen. Władysława Sikorskiego 45";"Powszechny";"Nie";"11 Listopada - numery parzyste od Nr 68 do końca, Dionizego Majewskiego, Dionizego Maliszewskiego, Dr. Adama Kuklińskiego, Gen. Stanisława Maczka, Gen. Stanisława Sochaczewskiego, Gen. Stefana Roweckiego -Grota, Gen. Tadeusza Kutrzeby, Gen. Władysława Andersa, Gen. Władysława Sikorskiego - numery nieparzyste od Nr 1 do Nr 45 włącznie, Hugo Kołłątaja, Komisji Edukacji Narodowej, Księdza Stanisława Konarskiego, Leona Brodowskiego, Mariana Buczka, Mikołaja Chełstowskiego, Płk.Anatola Jezierskiego"
"140000";"mazowieckie";"146101";"Ostrołęka";"miasto";"21";"Dworzec PKP, Plac Dworcowy 4";"Powszechny";"Nie";"Aleksandra Teofila Lenartowicza, Aleja Jana Pawła II - numery nieparzyste od nr 121 do końca, numery parzyste od nr 122 do końca, Czarna, Emilii Plater, Gabriela Narutowicza, Gen. Jakuba Jasińskiego, Gruntowa, Henryka Syski, Joachima Lelewela, Juliusza Słowackiego, Józefa Ignacego Kraszewskiego, Kaczyńska, Kolejowa, Krucza, Literacka, Magazynowa, Marii Skłodowskiej-Curie, Nasypowa, Ostrowska - numery nieparzyste od Nr 13 do końca, Plac Dworcowy, Poligonowa, Składowa, Stanisława Wyspiańskiego, Stefana Żeromskiego - numery parzyste od Nr 2 do Nr 100 włącznie i numery nieparzyste od Nr 1 do Nr 45 włącznie, Wypychy, Zarośle, Zofii Nałkowskiej"
"140000";"mazowieckie";"146101";"Ostrołęka";"miasto";"22";"Zespół Szkół Nr 3, ul. Ignacego Jerzego Skowrońskiego 8";"Powszechny";"Nie";"Adolfa Dygasińskiego, Bolesława Leśmiana, Bolesława Prusa, Cypriana Kamila Norwida, Daleka, Goworowska - numery nieparzyste od Nr 63 do końca, Henryka Bobińskiego, Ignacego Jerzego Skowrońskiego, Jana Kasprowicza, Jana Kochanowskiego, Jedności, Józefa Chełmońskiego, Juliana Tuwima, Karola Szymanowskiego, Leopolda Staffa, Marii Dąbrowskiej, Mieczysława Karłowicza, Mikołaja Reja, Nadziei, Odległa, Ogrodowa, Patriotów, Polna, Rolna, Rumiankowa, Skrajna, Stanisława Grodzickiego, Stanisława Moniuszki, Starowiejska, Stefana Żeromskiego - numery parzyste od Nr 102 do końca i numery nieparzyste od Nr 47 do końca, Wiejska, Władysława Orkana, Ziemska, Zygmunta Krasińskiego, Żołnierzy Armii Krajowej"
"140000";"mazowieckie";"146101";"Ostrołęka";"miasto";"23";"Budynek Administracyjno-biurowy, ul. Gen. Armii Aleksandra Gorbatowa 15";"Powszechny";"Nie";"11 Listopada - numery parzyste od Nr 16 do Nr 60, Bliska, Boczna, Cicha, Dobra, Gen. Armii Aleksandra Gorbatowa - numery parzyste 24 i 24A, Henryka Dobrzańskiego, Józefa Wybickiego, Kontradmirała Włodzimierza Steyera - numery parzyste, Krótka, Krzywa, Łąkowa, Miła, Mokra, Prosta, Wesoła, Wygodna, Zaciszna"
"140000";"mazowieckie";"146101";"Ostrołęka";"miasto";"24";"Budynek handlowo-usługowy, ul. Leśna 39";"Powszechny";"Nie";"Akacjowa, Brzozowa, Bukowa, Dębowa, Grabowa, Jabłoniowa, Jałowcowa, Jarzębinowa, Jesionowa, Jodłowa, Kasztanowa, Klonowa, Leszczynowa, Leśna, Lipowa, Ogródkowa, Olszynowa, Pogodna, Sosnowa, Świerkowa, Topolowa, Wiązowa, Warszawska - numery nieparzyste od nr 7 do końca, numery parzyste od nr 50 do końca, Wierzbowa"
"140000";"mazowieckie";"146101";"Ostrołęka";"miasto";"25";"Dom Pomocy Społecznej ul. Rolna 27";"Zakład pomocy społecznej";"Nie";"Rolna 27"
"140000";"mazowieckie";"146101";"Ostrołęka";"miasto";"26";"Dom Pomocy Społecznej PCK";"Zakład pomocy społecznej";"Nie";"I Armii Wojska Polskiego 32"
"140000";"mazowieckie";"146101";"Ostrołęka";"miasto";"27";"Samodzielny Zespół Publicznych Zakładów Opieki Zdrowotnej, ul. Henryka Sienkiewicza 56";"Szpital";"Nie";"Henryka Sienkiewicza 56"
"140000";"mazowieckie";"146101";"Ostrołęka";"miasto";"28";"Areszt Śledczy ul. Romualda Traugutta 19";"Areszt śledczy";"Nie";"Romualda Traugutta 19"
"140000";"mazowieckie";"146101";"Ostrołęka";"miasto";"29";"Samodzielny Zespół Publicznych Zakładów Opieki Zdrowotnej, Aleja Jana Pawła II 120A";"Szpital";"Nie";"Aleja Jana Pawła II 120A"
"140000";"mazowieckie";"146201";"Płock";"miasto";"1";"Izba Wytrzeźwień, ul. Medyczna 1, Płock";"Powszechny";"Nie";"Biegańskiego, Chałubińskiego, Chemików, Długa, Dybowskiego, Garleja, Honorowych Dawców Krwi, Jabłczyńskiej, Judyma, Kamińskiej, Kobiałka, Macieszy, Maszewska, Medyczna, Polskiego Czerwonego Krzyża, Sosnowa, Szpitalna, Śniadeckiego, Traktowa, Zamenhofa, Zglenickiego."
"140000";"mazowieckie";"146201";"Płock";"miasto";"2";"Miejskie Przedszkole Nr 19, ul. Słowackiego 27, Płock";"Powszechny";"Nie";"Asnyka, Mehoffera, Nałkowskiej, Norwida, Parowa, Słowackiego, Tuwima, Wyspiańskiego, Zalewskiego."
"140000";"mazowieckie";"146201";"Płock";"miasto";"3";"Szkoła Podstawowa Nr 18 im. J. Z. Jakubowskiego, ul. Jasna 8, Płock";"Powszechny";"Nie";"Na Skarpie."
"140000";"mazowieckie";"146201";"Płock";"miasto";"4";"Ośrodek Opiekuńczo-Wychowawczy, ul. Prezydenta Ignacego Mościckiego 6, Płock";"Powszechny";"Nie";"Dąbrowskiej, Dobrzyńska (od Prezydenta Ignacego Mościckiego do Zglenickiego), Gałczyńskiego (od Miodowej do Dobrzyńskiej), Konopnickiej."
"140000";"mazowieckie";"146201";"Płock";"miasto";"5";"Miejskie Przedszkole Nr 8, ul. Jasna 8, Płock (budynek Szkoły)";"Powszechny";"Nie";"Jasna, Kwiatowa, Mała, Polna, Kazimierza Wielkiego (od Dobrzyńskiej do Parowej)."
"140000";"mazowieckie";"146201";"Płock";"miasto";"6";"Szkoła Podstawowa Nr 17 im. T. Kościuszki, ul. Miodowa 13a, Płock";"Powszechny";"Tak";"Al. Kobylińskiego (od Łukasiewicza do Dobrzyńskiej), Skłodowskiej."
"140000";"mazowieckie";"146201";"Płock";"miasto";"7";"Zespół Szkół Budowlanych Nr 1, ul. Prezydenta Ignacego Mościckiego 4, Płock";"Powszechny";"Nie";"Kredytowa, Prezydenta Ignacego Mościckiego, Słodowa, Środkowa."
"140000";"mazowieckie";"146201";"Płock";"miasto";"8";"Gimnazjum Nr 4 im. Obrońców Płocka 1920r., ul. Miodowa 18, Płock";"Powszechny";"Tak";"Gałczyńskiego (od Miodowej do Łukasiewicza), Jaśminowa."
"140000";"mazowieckie";"146201";"Płock";"miasto";"9";"Miejskie Przedszkole Nr 10, ul. M. C. Skłodowskiej 2a, Płock";"Powszechny";"Nie";"Bartnicza, Dobrzyńska (od Kazimierza Wielkiego do Prezydenta Ignacego Mościckiego)."
"140000";"mazowieckie";"146201";"Płock";"miasto";"10";"Gimnazjum Nr 4 im. Obrońców Płocka 1920r., ul. Miodowa 18, Płock";"Powszechny";"Tak";"Miodowa, harc. Stefana Zawidzkiego"
"140000";"mazowieckie";"146201";"Płock";"miasto";"11";"Miejskie Przedszkole Nr 14, ul. Miodowa 8/1, Płock";"Powszechny";"Nie";"Pszczela."
"140000";"mazowieckie";"146201";"Płock";"miasto";"12";"Zespół Szkół Ekonomiczno-Kupieckich im. L. Krzywickiego, ul. Abp. Nowowiejskiego 4, Płock";"Powszechny";"Nie";"Pl. Jurgensa, Łukasiewicza (od Abp. Nowowiejskiego do Al. Kobylińskiego), Abp. Nowowiejskiego, Okrzei, Topolowa, Kazimierza Wielkiego (od Starego Rynku do Dobrzyńskiej), Zduńska."
"140000";"mazowieckie";"146201";"Płock";"miasto";"13";"Zespół Szkół Nr 3 (dotychczasowe III Liceum Ogólnokształcące im. M. Dąbrowskiej), ul. Łukasiewicza 11, Płock";"Powszechny";"Nie";"Batalionów Chłopskich, Łukasiewicza (od Tysiąclecia do PKN Orlen S.A.), Plac Celebry Papieskiej, 7 czerwca 1991 r. (odcinek od ul. Łukasiewicza do skrzyżowania z ul. Batalionów Chłopskich)."
"140000";"mazowieckie";"146201";"Płock";"miasto";"14";"Klub Osiedla Łuksiewicza Płockiej Spółdzielni Mieszkaniowej, ul. Łukasiewicza 28, Płock";"Powszechny";"Nie";"Al. Roguckiego, Królowej Jadwigi, Morykoniego, Orlińskiego."
"140000";"mazowieckie";"146201";"Płock";"miasto";"15";"Gimnazjum Nr 5 im. Zygmunta Padlewskiego, ul. Królowej Jadwigi 4, Płock (wejście od ul. Wolskiego)";"Powszechny";"Tak";"Wolskiego."
"140000";"mazowieckie";"146201";"Płock";"miasto";"16";"Miejskie Przedszkole Nr 17 im. Małego Księcia, ul. Kossobudzkiego 10, Płock";"Powszechny";"Tak";"Gawareckiego, Kossobudzkiego."
"140000";"mazowieckie";"146201";"Płock";"miasto";"17";"Szkoła Podstawowa Nr 3 im. Kornela Makuszyńskiego, ul. Kossobudzkiego 7, Płock";"Powszechny";"Nie";"Płoskiego, Rembielińskiego."
"140000";"mazowieckie";"146201";"Płock";"miasto";"18";"Spółdzielczy Dom Kultury, ul. Bolesława Krzywoustego 3, Płock";"Powszechny";"Tak";"Władysława Hermana, Al. Kobylińskiego (od Bielskiej do Łukasiewicza)."
"140000";"mazowieckie";"146201";"Płock";"miasto";"19";"Zespół Szkół Centrum Edukacji, Al. Kobylińskiego 25, Płock";"Powszechny";"Nie";"Al. Spacerowa, Bolesława Krzywoustego, Łukasiewicza (od Al. Kobylińskiego do Tysiąclecia)."
"140000";"mazowieckie";"146201";"Płock";"miasto";"20";"Szkoła Podstawowa Nr 16 im. Mikołaja Kopernika, ul. Piasta Kołodzieja 7, Płock";"Powszechny";"Nie";"Mieszka I, Piasta Kołodzieja."
"140000";"mazowieckie";"146201";"Płock";"miasto";"21";"Miejskie Przedszkole Nr 15, ul. Piasta Kołodzieja 4, Płock";"Powszechny";"Nie";"Dąbrówki, Tysiąclecia."
"140000";"mazowieckie";"146201";"Płock";"miasto";"22";"Zespół Szkół Zawodowych Nr 2, ul. Gwardii Ludowej 7, Płock";"Powszechny";"Nie";"Gwardii Ludowej, Kostrogaj, Przemysłowa, Rutskich."
"140000";"mazowieckie";"146201";"Płock";"miasto";"23";"Szkoła Podstawowa Nr 13 im. Jana Brzechwy, ul. Sierpecka 15, Płock";"Powszechny";"Nie";"Bielska (od przejazdu PKP do granic miasta), Jędrzejewo, Krzywa, Okólna, Rolna, Sierpecka, Szkolna, Targowa, Wiadukt."
"140000";"mazowieckie";"146201";"Płock";"miasto";"24";"Szkoła Podstawowa Nr 1 im. Braci Jeziorowskich, Pasaż Vuka Karadzica 1, Płock";"Powszechny";"Nie";"Bielska (od Starego Rynku do Al. Kobylińskiego), harc. Józefa Kaczmarskiego, Królewiecka, Kwiatka (od Bielskiej do Pl. Jurgensa), Nowy Rynek, Ostatnia, Pasaż im. Vuka Karadzica, Sienkiewicza (od Bielskiej do Pl. Jurgensa)."
"140000";"mazowieckie";"146201";"Płock";"miasto";"25";"Liceum Ogólnokształcące im. Marsz. St. Małachowskiego, ul. Marsz. St. Małachowskiego 1, Płock";"Powszechny";"Nie";"Al. Broniewskiego, Grodzka, Jerozolimska, Kawieckiego, Kościuszki, Kozia, Kwiatka (od Tumskiej do Bielskiej), Małachowskiego, Mostowa, Piekarska, Pl. Narutowicza, Pl. Obrońców Warszawy, Pl. 13 Straconych, Staromiejska, Stary Rynek, Synagogalna, Teatralna, Rybaki."
"140000";"mazowieckie";"146201";"Płock";"miasto";"26";"Płocki Ośrodek Kultury i Sztuki, ul. Tumska 9, Płock (wejście od ul. Sienkiewicza)";"Powszechny";"Nie";"Sienkiewicza (od Tumskiej do Bielskiej), Tumska."
"140000";"mazowieckie";"146201";"Płock";"miasto";"27";"Zespół Szkół Nr 6 (dotychczasowe Liceum Ogólnokształcące im. Władysława Jagiełły), ul. 3-go Maja 4, Płock";"Powszechny";"Tak";"Kupiecka, 1 Maja, 3 Maja, Pasaż, Piękna."
"140000";"mazowieckie";"146201";"Płock";"miasto";"28";"Gimnazjum Nr 2 im. Orląt Lwowskich, ul. Jakubowskiego 10, Płock";"Powszechny";"Nie";"Błonie, Pl. Dąbrowskiego, Gradowskiego (od Kolegialnej do Warszawskiej), Jakubowskiego, Krótka, Misjonarska, Warszawska, Zacisze."
"140000";"mazowieckie";"146201";"Płock";"miasto";"29";"Państwowa Szkoła Muzyczna I i II st. im. Karola Szymanowskiego, ul. Kolegialna 23, Płock";"Powszechny";"Tak";"Kolegialna, Sienkiewicza (od Tumskiej do Misjonarskiej)."
"140000";"mazowieckie";"146201";"Płock";"miasto";"30";"Zespół Szkół Usług i Przedsiębiorczości im. Abp. A. J. Nowowiejskiego, ul. Padlewskiego 2, Płock";"Powszechny";"Nie";"Dojazd, Gradowskiego (od Padlewskiego do Kolegialnej), Padlewskiego, Sienkiewicza (od Misjonarskiej do Wyszogrodzkiej)."
"140000";"mazowieckie";"146201";"Płock";"miasto";"31";"Miejskie Przedszkole Nr 11, ul. Bielska 26/1, Płock";"Powszechny";"Nie";"Bielska (od Al. Kobylińskiego do Tysiąclecia)."
"140000";"mazowieckie";"146201";"Płock";"miasto";"32";"Klub Osiedla Kochanowskiego, ul. Obrońców Westerplatte 6a, Płock";"Powszechny";"Nie";"Obrońców Westerplatte."
"140000";"mazowieckie";"146201";"Płock";"miasto";"33";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 11 im. Bolesława Chrobrego, ul. Kochanowskiego 11, Płock";"Powszechny";"Tak";"Kochanowskiego, Traugutta."
"140000";"mazowieckie";"146201";"Płock";"miasto";"34";"Sala Konferencyjna Płockich Zakładów Drobiarskich ""SADROB"" S. A., ul. Bielska 57, Płock";"Powszechny";"Nie";"Bielska (od Tysiąclecia do przejazdu PKP), Lotników, Łączna, Wschodnia, Żwirki i Wigury."
"140000";"mazowieckie";"146201";"Płock";"miasto";"35";"Gimnazjum Nr 6 im. Profesora Władysława Szafera, Al. Jachowicza 20, Płock";"Powszechny";"Nie";"Al. Jachowicza, 11 Listopada, Obrońców Płocka 1920r., Salezjańska, Sportowa."
"140000";"mazowieckie";"146201";"Płock";"miasto";"36";"Miejskie Przedszkole Nr 27, ul. Mikołaja Reja 28, Płock";"Powszechny";"Nie";"Mickiewicza (od Bielskiej do Lasockiego), Północna, Przeskok, 21 Stycznia."
"140000";"mazowieckie";"146201";"Płock";"miasto";"37";"Miejskie Przedszkole Nr 21, ul. Mikołaja Reja 4, Płock";"Powszechny";"Nie";"Mickiewicza (od Lasockiego do Chopina), Reja."
"140000";"mazowieckie";"146201";"Płock";"miasto";"38";"Zespół Szkół Nr 2, ul. Chopina 62, Płock";"Powszechny";"Nie";"Dworcowa, Lasockiego, pasaż Wojciecha Wiścickiego"
"140000";"mazowieckie";"146201";"Płock";"miasto";"39";"Specjalny Ośrodek Szkolno-Wychowawczy Nr 2, ul. Lasockiego 14, Płock";"Powszechny";"Nie";"Chopina (od Bielskiej do Otolińskiej)."
"140000";"mazowieckie";"146201";"Płock";"miasto";"40";"Zespół Szkół Technicznych, Al. Kilińskiego 4, Płock";"Powszechny";"Nie";"Al.Kilińskiego, Batorego, Bukowa, Dębowa, Głowackiego, Kacza, Klonowa, Lenartowicza, Maneżowa, Niecała, Norbertańska, Oaza, Owocowa, Partyzantów, Pszenna, 4 Pułku Strzelców Konnych, 8 Pułku Artylerii Lekkiej, Saperska, Sienna, Spółdzielcza, Strzelecka, Świerkowa, Ułańska, Wronia, Wyszogrodzka (od rogatek do przejścia kolejowego), Zalesie, Zdziarskiego."
